CustomerID,SignupDate,LastLoginDate,UserLimit,ActiveUsers,SubscriptionType,Industry,AccountAgeDays,LastLoginDaysAgo,TotalLogins,TotalRecords,OpportunitiesCreated,InvoicesIssued,OppsLastMonth,InvoicesLastMonth,SupportTickets,AvgTicketResolutionHrs,ModulesUsed,SatisfactionScore,Churned
45,2022-01-02 20:00:00,2024-01-04 16:00:00,55,96,Basic,Retail,291,13,128,181,170,102,39,12,1,23.16815526020161,1,6.555417069133251,0
46,2022-01-02 21:00:00,2024-01-04 18:00:00,11,61,Basic,Education,560,92,277,1279,156,146,41,10,3,21.413357373060393,8,4.706185272278283,1
47,2022-01-02 22:00:00,2024-01-04 20:00:00,25,74,Pro,Retail,920,34,245,8457,70,103,38,6,4,13.426146143870746,3,3.919492024183977,1
48,2022-01-02 23:00:00,2024-01-04 22:00:00,77,67,Basic,Healthcare,977,49,147,2171,234,174,1,2,0,13.698098885003741,8,4.995145813587807,1
49,2022-01-03 00:00:00,2024-01-05 00:00:00,43,91,Basic,Retail,614,8,171,9098,54,76,28,5,2,21.31295294804812,8,3.9179264468243624,1
50,2022-01-03 01:00:00,2024-01-05 02:00:00,22,35,Basic,Tech,844,110,61,7130,170,94,47,4,0,11.451442106348694,2,7.817228376774178,1
51,2022-01-03 02:00:00,2024-01-05 04:00:00,8,95,Basic,Healthcare,331,117,142,431,36,188,28,0,1,16.193454102591243,3,2.503377409255642,1
52,2022-01-03 03:00:00,2024-01-05 06:00:00,93,15,Pro,Finance,657,95,21,7245,259,106,35,0,2,19.655116130401353,1,1.5052126075600034,1
53,2022-01-03 04:00:00,2024-01-05 08:00:00,64,16,Pro,Retail,602,58,277,9826,251,111,37,17,2,12.442134377881349,6,6.8563488033529545,0
54,2022-01-03 05:00:00,2024-01-05 10:00:00,18,13,Basic,Tech,558,55,7,7079,13,51,6,2,2,14.580041696557252,3,3.075212365782648,1
55,2022-01-03 06:00:00,2024-01-05 12:00:00,13,35,Pro,Education,63,90,247,8472,159,17,29,18,3,8.701139077924257,9,6.790188488764996,1
56,2022-01-03 07:00:00,2024-01-05 14:00:00,94,75,Enterprise,Education,561,9,112,9608,29,187,22,9,2,9.248514625617156,1,1.5268759610864917,1
57,2022-01-03 08:00:00,2024-01-05 16:00:00,57,59,Pro,Retail,400,24,55,6212,57,174,27,19,1,22.561140090503443,8,3.2238741068054013,1
58,2022-01-03 09:00:00,2024-01-05 18:00:00,6,21,Basic,Education,438,112,178,9398,161,56,22,10,2,16.899727035522186,7,2.3849547102566353,1
59,2022-01-03 10:00:00,2024-01-05 20:00:00,88,54,Pro,Finance,646,44,120,1689,266,32,35,7,1,18.478085814699128,7,3.616059797134068,1
60,2022-01-03 11:00:00,2024-01-05 22:00:00,96,75,Basic,Healthcare,100,96,187,2586,230,103,41,19,3,16.98482902427304,8,3.959697278196138,1
61,2022-01-03 12:00:00,2024-01-06 00:00:00,64,30,Basic,Tech,113,10,158,5934,193,159,28,10,3,15.606663377922983,9,5.456771246760224,0
62,2022-01-03 13:00:00,2024-01-06 02:00:00,75,48,Basic,Retail,238,100,251,2690,108,131,3,4,4,12.3818774687486,8,5.681247807699621,1
63,2022-01-03 14:00:00,2024-01-06 04:00:00,48,35,Enterprise,Education,288,8,80,8779,258,168,19,3,1,23.758072734985912,6,6.670882350381516,0
64,2022-01-03 15:00:00,2024-01-06 06:00:00,12,86,Basic,Healthcare,961,6,248,8903,110,18,4,12,2,8.573096260401643,1,3.9848690952536012,1
65,2022-01-03 16:00:00,2024-01-06 08:00:00,51,38,Basic,Finance,311,70,85,3520,130,6,45,5,0,9.031120916183436,1,5.788191185069454,1
66,2022-01-03 17:00:00,2024-01-06 10:00:00,39,31,Basic,Education,423,33,233,5308,123,25,10,1,2,11.834126536023492,7,9.911055945244028,1
67,2022-01-03 18:00:00,2024-01-06 12:00:00,82,78,Enterprise,Education,447,82,76,9689,116,86,1,5,1,16.961615806808172,3,2.8957534830992984,1
68,2022-01-03 19:00:00,2024-01-06 14:00:00,85,24,Pro,Tech,888,19,222,7314,230,97,40,9,2,15.839003263959412,3,2.374352269571047,1
69,2022-01-03 20:00:00,2024-01-06 16:00:00,40,49,Basic,Finance,655,113,247,1556,293,178,43,3,2,10.910983934954086,9,8.58307692050225,1
70,2022-01-03 21:00:00,2024-01-06 18:00:00,54,96,Pro,Finance,591,105,82,9629,233,183,23,15,4,13.291295990619483,4,4.693290390565479,0
71,2022-01-03 22:00:00,2024-01-06 20:00:00,8,32,Pro,Retail,861,88,162,4597,234,198,32,9,0,12.741247024028008,3,8.62195317101715,1
72,2022-01-03 23:00:00,2024-01-06 22:00:00,6,55,Pro,Tech,970,4,52,2967,296,178,21,0,4,16.15376848521193,2,4.822201095940963,0
73,2022-01-04 00:00:00,2024-01-07 00:00:00,10,79,Basic,Retail,91,111,28,4683,191,135,46,12,4,12.652985204151754,5,1.1951637566179982,1
74,2022-01-04 01:00:00,2024-01-07 02:00:00,58,58,Enterprise,Tech,763,92,114,5354,25,140,5,13,0,23.325236389907474,9,4.373857341039448,1
75,2022-01-04 02:00:00,2024-01-07 04:00:00,8,99,Basic,Finance,811,54,56,6445,166,31,23,11,4,13.537103853564728,8,6.491176140102461,0
76,2022-01-04 03:00:00,2024-01-07 06:00:00,58,3,Pro,Tech,568,90,294,6671,293,33,28,12,1,13.569304572546846,8,5.027992858943271,1
77,2022-01-04 04:00:00,2024-01-07 08:00:00,97,80,Basic,Tech,626,88,263,7183,210,145,48,0,0,18.519596246933375,1,5.13408671702463,1
78,2022-01-04 05:00:00,2024-01-07 10:00:00,67,69,Basic,Tech,38,100,143,5398,27,54,31,13,0,17.66109405358282,9,9.984843478407178,1
79,2022-01-04 06:00:00,2024-01-07 12:00:00,22,85,Basic,Healthcare,305,14,279,178,178,42,46,7,0,20.67680198502736,8,5.897144507341073,0
80,2022-01-04 07:00:00,2024-01-07 14:00:00,94,10,Pro,Healthcare,256,117,48,5752,44,151,29,13,1,19.771475624526694,3,7.2724577966649315,0
81,2022-01-04 08:00:00,2024-01-07 16:00:00,48,83,Basic,Finance,215,47,263,477,72,148,45,0,1,13.825453180788376,8,7.488756294267091,1
82,2022-01-04 09:00:00,2024-01-07 18:00:00,38,25,Pro,Tech,620,3,117,264,222,145,40,16,7,20.723341456071427,9,1.001541298311777,1
83,2022-01-04 10:00:00,2024-01-07 20:00:00,78,68,Basic,Finance,462,77,231,8067,228,141,2,15,3,12.966312810867983,2,5.9721488037522725,1
84,2022-01-04 11:00:00,2024-01-07 22:00:00,66,61,Pro,Healthcare,598,119,69,6041,233,180,24,11,3,9.493367633701855,1,9.667506480113465,1
85,2022-01-04 12:00:00,2024-01-08 00:00:00,18,29,Enterprise,Tech,685,112,167,8446,268,18,27,19,4,14.79565458346375,1,7.7574054054503705,0
86,2022-01-04 13:00:00,2024-01-08 02:00:00,99,19,Pro,Retail,385,80,168,1246,254,56,14,4,3,16.901336836485378,1,4.063846784120826,1
87,2022-01-04 14:00:00,2024-01-08 04:00:00,52,43,Pro,Healthcare,872,20,170,9355,163,191,16,17,3,16.075529393567557,5,4.281140894625382,0
88,2022-01-04 15:00:00,2024-01-08 06:00:00,19,66,Pro,Healthcare,421,79,43,2316,6,79,1,3,2,17.24878816953256,2,3.7325547800777934,1
89,2022-01-04 16:00:00,2024-01-08 08:00:00,76,74,Basic,Healthcare,608,89,157,5549,47,1,26,19,3,11.055905675119066,4,6.671874431964089,1
90,2022-01-04 17:00:00,2024-01-08 10:00:00,82,61,Enterprise,Tech,449,8,273,1563,68,184,35,10,3,18.026870561780648,1,1.8758394072578581,1
91,2022-01-04 18:00:00,2024-01-08 12:00:00,91,43,Basic,Education,193,65,79,3570,254,161,13,7,1,21.89848167579369,2,3.610003724225999,0
92,2022-01-04 19:00:00,2024-01-08 14:00:00,66,25,Pro,Retail,808,106,261,1616,59,48,42,8,2,11.103208950257368,7,5.483930281529049,1
93,2022-01-04 20:00:00,2024-01-08 16:00:00,44,20,Pro,Retail,667,78,204,4523,119,89,31,19,1,19.47217732698322,9,5.816953633123604,1
94,2022-01-04 21:00:00,2024-01-08 18:00:00,89,48,Basic,Finance,46,34,102,1626,186,181,11,9,1,16.918639773894363,6,6.466669026860874,1
95,2022-01-04 22:00:00,2024-01-08 20:00:00,84,83,Basic,Tech,475,87,108,888,48,21,22,6,1,18.377875477406935,5,8.17502487446503,1
96,2022-01-04 23:00:00,2024-01-08 22:00:00,86,87,Pro,Healthcare,199,111,168,6620,191,171,15,18,5,11.054862288139365,7,2.4691278412167623,1
97,2022-01-05 00:00:00,2024-01-09 00:00:00,57,24,Enterprise,Education,369,116,117,7521,265,90,43,0,1,15.687970239608278,9,3.02513700944238,1
98,2022-01-05 01:00:00,2024-01-09 02:00:00,28,11,Enterprise,Tech,755,50,107,6677,172,162,1,4,0,15.187015426938899,2,8.850815227942508,1
99,2022-01-05 02:00:00,2024-01-09 04:00:00,30,98,Pro,Tech,1064,117,41,2648,46,28,6,5,4,14.854988277291659,6,8.480430330927192,1
100,2022-01-05 03:00:00,2024-01-09 06:00:00,93,55,Pro,Education,162,101,110,7352,143,5,20,11,1,16.1661953462443,3,8.394136521402588,1
101,2022-01-05 04:00:00,2024-01-09 08:00:00,64,28,Enterprise,Healthcare,930,77,191,4708,246,164,30,11,2,17.677067679188447,4,2.8775420108323315,0
102,2022-01-05 05:00:00,2024-01-09 10:00:00,45,69,Basic,Tech,669,100,25,8807,216,122,22,13,3,22.050481511825417,5,1.5243100509988348,1
103,2022-01-05 06:00:00,2024-01-09 12:00:00,33,63,Basic,Retail,852,36,152,6740,176,84,24,6,1,20.095795561538,5,5.710733729069138,0
104,2022-01-05 07:00:00,2024-01-09 14:00:00,19,59,Pro,Retail,983,5,133,6845,145,185,34,19,1,19.59375423350437,8,8.830385153158826,0
105,2022-01-05 08:00:00,2024-01-09 16:00:00,49,5,Enterprise,Education,108,81,191,3162,35,191,34,19,1,21.66402535924142,5,3.137651948595004,1
106,2022-01-05 09:00:00,2024-01-09 18:00:00,69,51,Enterprise,Healthcare,375,85,288,5381,132,158,44,13,2,16.004438018463834,2,9.13780271069248,1
107,2022-01-05 10:00:00,2024-01-09 20:00:00,93,21,Pro,Education,638,81,203,4862,153,122,6,15,5,10.59427691563944,2,2.2737925158044843,0
108,2022-01-05 11:00:00,2024-01-09 22:00:00,75,12,Basic,Tech,668,50,239,9859,48,103,4,8,4,15.932070896038379,1,3.682865799366809,1
109,2022-01-05 12:00:00,2024-01-10 00:00:00,13,50,Pro,Retail,1077,65,112,9740,168,177,31,1,1,17.224004785551205,2,3.684594133865713,1
110,2022-01-05 13:00:00,2024-01-10 02:00:00,92,4,Basic,Finance,160,95,13,1066,178,187,4,16,3,19.142774500604688,1,2.3599015288469123,0
111,2022-01-05 14:00:00,2024-01-10 04:00:00,5,42,Basic,Education,385,16,230,6176,263,13,24,3,2,17.716120800117455,3,8.855003555522611,0
112,2022-01-05 15:00:00,2024-01-10 06:00:00,12,84,Pro,Finance,973,64,213,5794,95,69,30,13,7,14.11243263318347,5,4.713309485022137,1
113,2022-01-05 16:00:00,2024-01-10 08:00:00,92,38,Basic,Finance,179,8,249,8655,291,138,19,13,3,21.01979197793841,3,2.7159170626008224,1
114,2022-01-05 17:00:00,2024-01-10 10:00:00,67,25,Enterprise,Retail,79,12,292,207,230,154,21,14,0,16.517831703366117,7,2.3251982404399447,1
115,2022-01-05 18:00:00,2024-01-10 12:00:00,15,14,Pro,Education,493,99,70,7281,191,101,37,11,2,13.956537613038691,2,4.788226925362661,1
116,2022-01-05 19:00:00,2024-01-10 14:00:00,85,75,Pro,Finance,484,100,157,8914,144,68,12,12,2,6.319398949586155,5,1.155595516418685,1
117,2022-01-05 20:00:00,2024-01-10 16:00:00,12,32,Basic,Tech,364,57,195,4516,164,78,38,9,2,17.303456560821584,3,2.0895048468639965,1
118,2022-01-05 21:00:00,2024-01-10 18:00:00,39,11,Basic,Healthcare,697,29,222,609,19,37,1,15,1,9.184981621155,2,1.0332827696384068,1
119,2022-01-05 22:00:00,2024-01-10 20:00:00,39,61,Basic,Healthcare,356,30,158,6915,68,61,21,14,4,9.98389764146389,4,1.2194691961287174,1
120,2022-01-05 23:00:00,2024-01-10 22:00:00,37,18,Enterprise,Retail,1045,22,281,9356,98,180,8,7,3,17.279509628193434,9,9.97636354163205,0
121,2022-01-06 00:00:00,2024-01-11 00:00:00,9,27,Enterprise,Education,365,62,86,3965,7,79,1,3,1,17.387321776403493,9,5.040002944200846,1
122,2022-01-06 01:00:00,2024-01-11 02:00:00,45,55,Pro,Education,695,113,225,8595,177,145,44,0,2,9.405304385033997,6,7.560323006665807,1
123,2022-01-06 02:00:00,2024-01-11 04:00:00,32,54,Basic,Healthcare,1024,27,284,9260,206,116,31,13,6,13.029778799204557,7,7.633726738142776,0
124,2022-01-06 03:00:00,2024-01-11 06:00:00,11,82,Enterprise,Tech,110,58,115,9730,299,125,7,8,3,14.673549070128074,1,8.923667283618252,0
125,2022-01-06 04:00:00,2024-01-11 08:00:00,77,87,Basic,Healthcare,116,9,96,3971,288,179,15,18,5,19.088283733973313,3,1.9337120562574701,1
126,2022-01-06 05:00:00,2024-01-11 10:00:00,76,75,Basic,Healthcare,287,88,16,5613,229,23,32,5,3,12.10843478646967,2,5.731052516759191,1
127,2022-01-06 06:00:00,2024-01-11 12:00:00,16,21,Pro,Education,1020,99,143,6608,119,98,10,15,2,18.87796174017271,9,3.8954742469104873,1
128,2022-01-06 07:00:00,2024-01-11 14:00:00,38,44,Enterprise,Finance,214,89,159,7264,270,134,31,10,2,10.749434379640327,8,5.936341021149464,1
129,2022-01-06 08:00:00,2024-01-11 16:00:00,37,5,Basic,Tech,727,25,27,3600,81,13,7,10,0,8.675937020246014,3,3.989075738999462,1
130,2022-01-06 09:00:00,2024-01-11 18:00:00,52,87,Basic,Education,152,108,224,2299,160,177,31,13,4,20.429543246701517,8,2.6529215294576667,1
131,2022-01-06 10:00:00,2024-01-11 20:00:00,27,41,Enterprise,Healthcare,634,76,241,4001,188,93,20,10,1,22.19693232407023,8,7.055445042922105,1
132,2022-01-06 11:00:00,2024-01-11 22:00:00,66,59,Basic,Finance,544,16,257,7858,188,23,24,13,2,20.822704833193146,8,1.3458604677925263,1
133,2022-01-06 12:00:00,2024-01-12 00:00:00,92,89,Basic,Tech,933,39,187,6170,194,12,19,0,5,18.527108485986986,4,9.058469741684757,1
134,2022-01-06 13:00:00,2024-01-12 02:00:00,41,54,Pro,Retail,334,67,202,2370,260,146,0,10,2,15.523834170078901,7,2.316389074736331,1
135,2022-01-06 14:00:00,2024-01-12 04:00:00,48,74,Enterprise,Tech,686,22,174,5485,191,28,20,17,1,17.81543609904405,8,6.53629805138262,0
136,2022-01-06 15:00:00,2024-01-12 06:00:00,90,22,Pro,Tech,291,34,127,329,289,21,6,16,1,17.616259439712103,5,7.787842849851032,0
137,2022-01-06 16:00:00,2024-01-12 08:00:00,95,83,Enterprise,Healthcare,520,74,38,2586,106,1,24,3,2,23.920559581209552,9,1.656347279256038,1
138,2022-01-06 17:00:00,2024-01-12 10:00:00,39,65,Pro,Healthcare,767,75,7,8441,129,102,8,13,1,11.405296640170288,9,9.129651111725146,1
139,2022-01-06 18:00:00,2024-01-12 12:00:00,69,64,Basic,Retail,1084,8,10,1009,97,35,21,7,1,12.1175984961382,3,4.205594673874536,0
140,2022-01-06 19:00:00,2024-01-12 14:00:00,51,71,Enterprise,Retail,731,78,106,1077,64,37,1,14,1,10.526926161551463,3,9.970537831668615,1
141,2022-01-06 20:00:00,2024-01-12 16:00:00,82,4,Pro,Retail,916,44,196,734,128,17,18,15,0,21.767715266549057,8,1.619037284021052,1
142,2022-01-06 21:00:00,2024-01-12 18:00:00,7,65,Basic,Education,41,36,17,6089,223,50,5,0,2,15.051777810971803,7,7.4509605507359975,0
143,2022-01-06 22:00:00,2024-01-12 20:00:00,5,15,Pro,Education,120,68,40,4817,293,142,4,0,1,11.440900871510289,9,2.446429993038788,1
144,2022-01-06 23:00:00,2024-01-12 22:00:00,9,76,Basic,Healthcare,629,18,74,2290,104,127,44,9,2,5.3567799153697795,2,4.624233496602068,0
145,2022-01-07 00:00:00,2024-01-13 00:00:00,94,22,Basic,Healthcare,330,74,293,5289,152,179,9,1,3,10.901761676975093,2,4.988912217871603,0
146,2022-01-07 01:00:00,2024-01-13 02:00:00,18,86,Basic,Retail,109,72,109,5039,114,16,0,11,0,16.21129554830539,7,4.655393611468735,1
147,2022-01-07 02:00:00,2024-01-13 04:00:00,31,47,Pro,Education,865,98,208,7181,55,111,25,3,2,6.307634169176016,8,4.038157659049143,1
148,2022-01-07 03:00:00,2024-01-13 06:00:00,13,81,Enterprise,Finance,681,113,59,3574,121,76,25,18,5,10.481467435837562,3,7.904885686670035,1
149,2022-01-07 04:00:00,2024-01-13 08:00:00,83,93,Pro,Education,462,26,111,6795,217,21,17,0,2,15.184128878555764,1,8.379005762057684,0
150,2022-01-07 05:00:00,2024-01-13 10:00:00,19,46,Enterprise,Healthcare,446,12,145,7294,123,122,20,0,1,13.947813299333484,7,4.020527650944558,1
151,2022-01-07 06:00:00,2024-01-13 12:00:00,94,14,Basic,Education,47,56,229,1965,3,181,45,8,5,9.089354248364842,6,5.343804203893033,0
152,2022-01-07 07:00:00,2024-01-13 14:00:00,46,50,Basic,Healthcare,775,59,40,398,92,179,11,19,3,10.987517636462687,1,4.795821978672501,1
153,2022-01-07 08:00:00,2024-01-13 16:00:00,81,20,Basic,Retail,269,11,137,2839,164,127,37,12,3,13.760800254090253,9,6.341651787488772,0
154,2022-01-07 09:00:00,2024-01-13 18:00:00,55,50,Basic,Retail,875,8,29,6801,119,89,13,10,1,16.799344072440313,6,2.352394227303665,1
155,2022-01-07 10:00:00,2024-01-13 20:00:00,67,33,Basic,Retail,447,105,41,3825,61,173,48,18,0,17.852943087558113,5,8.25116447002318,1
156,2022-01-07 11:00:00,2024-01-13 22:00:00,56,59,Pro,Finance,885,91,23,4640,214,131,31,16,5,14.40002935289365,3,8.173114463174786,1
157,2022-01-07 12:00:00,2024-01-14 00:00:00,8,43,Enterprise,Finance,628,76,39,8389,247,6,38,2,3,21.447956358685786,9,6.313718427202811,1
158,2022-01-07 13:00:00,2024-01-14 02:00:00,98,79,Enterprise,Healthcare,449,83,10,4914,235,137,34,19,1,12.56678149143672,7,7.715298051425288,0
159,2022-01-07 14:00:00,2024-01-14 04:00:00,27,12,Basic,Tech,245,115,203,6234,289,14,16,12,4,9.705650630667323,4,9.896546511121697,1
160,2022-01-07 15:00:00,2024-01-14 06:00:00,19,40,Enterprise,Finance,738,76,38,3622,78,153,9,18,1,5.965832516548961,1,9.302572072207466,1
161,2022-01-07 16:00:00,2024-01-14 08:00:00,47,20,Basic,Healthcare,580,26,60,4518,24,39,34,19,4,18.176753056555828,4,6.503040539792337,0
162,2022-01-07 17:00:00,2024-01-14 10:00:00,33,94,Basic,Education,995,89,260,6918,101,188,15,8,1,14.55761348194379,3,5.602612813845826,1
163,2022-01-07 18:00:00,2024-01-14 12:00:00,40,38,Enterprise,Retail,862,62,215,8224,251,101,5,18,1,7.6766381313960235,6,5.810743552620151,1
164,2022-01-07 19:00:00,2024-01-14 14:00:00,17,3,Pro,Retail,709,92,101,8262,123,143,3,18,2,16.299894610393153,1,5.199530530856028,1
165,2022-01-07 20:00:00,2024-01-14 16:00:00,36,28,Basic,Retail,516,28,286,5589,215,97,8,0,7,19.410002166531534,4,5.32203379826072,0
166,2022-01-07 21:00:00,2024-01-14 18:00:00,75,56,Pro,Healthcare,652,21,245,6185,262,119,28,16,3,16.262645013318853,1,7.588333096610546,0
167,2022-01-07 22:00:00,2024-01-14 20:00:00,63,90,Basic,Retail,248,72,174,9137,123,17,6,13,4,11.796734621290556,1,9.929094677513874,1
168,2022-01-07 23:00:00,2024-01-14 22:00:00,90,94,Pro,Finance,750,87,298,4285,252,1,15,11,1,9.36785712797187,6,1.4078286752474671,1
169,2022-01-08 00:00:00,2024-01-15 00:00:00,32,13,Pro,Education,410,105,231,4326,158,181,5,1,0,16.218763512324976,6,3.0716930975810457,0
170,2022-01-08 01:00:00,2024-01-15 02:00:00,70,77,Enterprise,Retail,116,18,131,8196,149,119,43,2,2,15.178748141866457,9,2.8918687316779055,1
171,2022-01-08 02:00:00,2024-01-15 04:00:00,46,66,Basic,Healthcare,844,37,284,3981,65,145,2,4,4,27.066979833755397,7,8.495705620788858,1
